id,Name Franchise,Address,Description,Category,Number Whatsapp,Type Franchise,Facility,Price,Popularity Score,Target Market,Market Size,Risk rate (1-10),Return of Investment% (ROI) ((pendapatan-harga(investasi))/(harga(investasi))×100%,Pendapatan/3bulan,user potential,market share (Penjualan Perusahaan/Total Penjualan Pasar),harga jual produk,kuantitas pembelian/tahun,,
580,Modern Wooden Table,League City,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Retail,+62 885-657-3450,Stand,"Rental of location and venue for one year, Gym equipment, Personalized training programs, Fitness class schedules, Interior design support, Branded workout apparel, Marketing materials, Membership management system, Staff training programs, Health and safety guidelines, Nutrition and wellness consultations","Rp250,000,000",4,Junior high school students,"Rp95,536,000",3,-96%,"Rp10,000,000",11942,2.00%,"Rp100,000",4,,
581,Oriental Soft Car,Lisandrohaven,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Fast Food,+62 087-431-8536,Kios,"booth, training, supervision, employee uniforms, complete raw materials, cash register, 21 inch LCD TV, Pineleaf brand license, grand opening promotion materials","Rp63,500,000",2,Elementary school student,"Rp2,854,500,000",6,215%,"Rp200,000,000",47575,15.00%,"Rp200,000",2,,
582,Luxurious Rubber Hat,Santa Monica,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Education,+62 577-971-0702,Resto,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp189,500,000",3,Family,"Rp66,507,000",6,-74%,"Rp50,000,000",9501,7.00%,"Rp20,000",5,,
583,Licensed Fresh Ball,Funkfield,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Beverages,+62 055-374-5973,Minimarket,"Reservation system, Interior design support, Staff training, Branding materials, Marketing collateral, Operational manuals, Exclusive amenities, Quality control standards, Centralized booking system, Customer feedback management","Rp80,900,000",2,Workers,"Rp787,500,000",7,394%,"Rp400,000,000",50000,7.00%,"Rp75,000",3,,
584,Refined Granite Soap,West Odessa,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Fashion,+62 157-647-3552,Stand,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp84,500,000",4,All ages,"Rp440,356,000",6,-33%,"Rp57,000,000",31454,35.00%,"Rp10,000",4,,
585,Oriental Concrete Bacon,West Montyfurt,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Services & Repair,+62 275-831-5901,Stand,"training, folklore themed shop, batik education trainee, uniform + employee ID lanyard, grand opening companion, 6 month business guidance, 5 year business collaboration","Rp100,550,000",6,Below elementary students,"Rp45,441,000",3,149%,"Rp250,000,000",5610,3.00%,"Rp90,000",3,,
586,Tasty Frozen Bacon,Kearny,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Beauty & Healthcare,+62 993-313-3459,Resto,"Rental of location and venue for one year, along with interior decoration, complete teaching equipment and supplies, promotional banners, employee training, human resources, teaching and lesson materials.","Rp179,000,000",10,Tourist/Workers,"Rp100,800,000",5,-2%,"Rp175,000,000",6000,8.00%,"Rp30,000",7,,
587,Intelligent Soft Keyboard,Runtetown,The Football Is Good For Training And Recreational Purposes,Fast Food,+62 809-357-1151,Kios,"Full set training, promotion kit, 30 liters clothes detergen, 15 liters clothes softener, 5 liters clothes parfum, 1 pack packing plastic, complete washing equipment","Rp120,230,000",10,"Workers, college student","Rp65,040,000",2,-84%,"Rp19,000,000",27100,3.00%,"Rp20,000",4,,
588,Fantastic Bronze Keyboard,San Leandro,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Education,+62 816-435-1102,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp150,000,000",1,Middle-aged,"Rp210,000,000",4,33%,"Rp200,000,000",150000,2.00%,"Rp10,000",7,,
589,Modern Bronze Pizza,Merced,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Barber,+62 039-727-6677,Store,"Inventory management, Point-of-sale systems, Visual merchandising support, Marketing and promotional materials, Staff training programs, Exclusive product suppliers, Store layout and design assistance, E-commerce integration, Loyalty programs, Business analytics and reporting tools","Rp366,000,000",3,Workers,"Rp422,080,000",2,-48%,"Rp190,000,000",5276,4.00%,"Rp250,000",8,,
590,Modern Steel Cheese,Valdosta,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Fashion,+62 129-184-0371,Stand,"Rental of location for one year, Venue Renovation, Premium Wash N Wax, Full Salon, Exterior Detailing, Interior Detailing, Engine Detailing, Nano Ceramic Coating, Car Fogging, Nano Ceramic Maintenance, Glas Coating","Rp110,810,000",8,Elementary school student,"Rp1,275,000,000",6,-28%,"Rp80,000,000",8500,15.00%,"Rp100,000",10,,
591,Elegant Granite Pants,Kautzerfort,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Beauty & Healthcare,+62 010-492-1509,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp140,330,000",4,Married people,"Rp46,960,200",8,-14%,"Rp120,000,000",3727,7.00%,"Rp30,000",6,,
592,Modern Bronze Chicken,South Karleycester,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Fast Food,+62 606-611-5093,Kios,"produk training, regular remote training, sales programs training, sales skills training, one-on-one franchisee manager, assistance of local market info collection, assistance of sales plan and strategy, ready to use sales script, B2B inquiries, marketing materials, succesful case sharing","Rp25,000,000",2,Junior high school students,"Rp29,467,500",7,420%,"Rp130,000,000",3929,5.00%,"Rp75,000",2,,
593,Fantastic Cotton Chips,DuBuqueland,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Fast Food,+62 516-976-4165,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp88,700,000",3,High school students,"Rp2,100,000,000",4,-72%,"Rp25,000,000",100000,6.00%,"Rp70,000",5,,
594,Rustic Bronze Chicken,Redondo Beach,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Automotive,+62 784-866-2972,Kios,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp239,000,000",10,Workers,"Rp283,500,000",6,-62%,"Rp90,000,000",45000,3.00%,"Rp70,000",3,,
595,Recycled Frozen Ball,Waldorf,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Education,+62 083-589-5720,Kios,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp8,500,000",4,Below elementary students,"Rp28,800,000,000",2,312%,"Rp35,000,000",300000,8.00%,"Rp150,000",8,,
596,Handmade Frozen Pants,Fort Reinholdberg,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Cleaning services,+62 303-393-4021,Stand,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp110,480,000",9,High school students,"Rp420,000,000",4,81%,"Rp200,000,000",30000,4.00%,"Rp50,000",7,,
597,Small Cotton Mouse,New Trishashire,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Restaurant,+62 411-871-1298,Stand,"Business strategy consultations, Market analysis reports, Legal advisory service, Financial planning assistance
Staff training programs, Customized consulting sessions, Branding and marketing strategies, Access to industry experts, Networking opportunities, Regulatory compliance guidance","Rp80,900,000",8,Middle-aged,"Rp2,362,770,000",4,-13%,"Rp70,000,000",43755,5.00%,"Rp90,000",12,,
598,Modern Steel Ball,Buena Park,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Fashion,+62 975-586-7129,Store,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp250,000,000",2,Family,"Rp187,711,200",7,-40%,"Rp150,000,000",26071,6.00%,"Rp20,000",6,,
599,Fantastic Cotton Fish,East Estrella,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Restaurant,+62 545-355-6517,Outlet,"Free Online Cashier 1 Year, HR Attendance System, Android Cashier 1 Pcs, Cctv 4pcs, Basic to Advance Training for Doctors and Owners, Maximum Training 4 Therapists, Product Showcase, Facial Bed 4 Pcs, Trolley 5 Pieces, Brochure 1000 Pcs, Member Card 1000 Pcs, Magnifying Lamp 2 Pcs, Premium Quality Modern Beauty Care Machine and Complete 8 Function ","Rp27,000,000",1,Middle-aged,"Rp12,600,000",8,233%,"Rp90,000,000",3000,6.00%,"Rp35,000",2,,
600,Luxurious Concrete Pizza,South Randi,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Retail,+62 522-034-9266,Store,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp189,500,000",5,All ages,"Rp576,000,000",5,-53%,"Rp90,000,000",8000,12.00%,"Rp120,000",5,,
601,Tasty Bronze Towels,Jadynworth,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Services & Repair,+62 528-972-3608,Kios,"Inventory management, Point-of-sale systems, Visual merchandising support, Marketing and promotional materials, Staff training programs, Exclusive product suppliers, Store layout and design assistance, E-commerce integration, Loyalty programs, Business analytics and reporting tools","Rp100,000,000",2,All ages,"Rp1,179,576,000",7,50%,"Rp150,000,000",43688,6.00%,"Rp90,000",5,,
602,Recycled Bronze Hat,Lake Ona,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Automotive,+62 578-281-6385,Kios,"Rental of location and venue for one year, along with interior decoration, complete teaching equipment and supplies, promotional banners, employee training, human resources, teaching and lesson materials.","Rp120,230,000",3,Elementary school student,"Rp510,512,000",3,108%,"Rp250,000,000",31907,4.00%,"Rp100,000",4,,
603,Generic Rubber Sausages,North Brenttown,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Automotive,+62 413-722-4855,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp80,000,000",8,Elementary school student,"Rp300,000,000",6,-6%,"Rp75,000,000",30000,1.00%,"Rp200,000",5,,
604,Electronic Cotton Hat,Kutchcester,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Beverages,+62 791-541-7939,Kios,"booth, training, supervision, employee uniforms, complete raw materials, cash register, 21 inch LCD TV, Pineleaf brand license, grand opening promotion materials","Rp172,700,000",4,College students,"Rp134,538,000",2,27%,"Rp220,000,000",5276,2.00%,"Rp75,000",17,,
605,Rustic Bronze Soap,Rosalindtown,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Automotive,+62 221-903-6657,Stand,"Cutting-edge electronic devices, Product training programs, Technical support services, Marketing materials, Branding assistance, Access to the latest technology, Research and development collaboration, Warranty and after-sales services, Inventory management support, Regulatory compliance guidance","Rp7,000,000",8,Students,"Rp504,000,000",5,3186%,"Rp230,000,000",70000,9.00%,"Rp20,000",4,,
606,Bespoke Soft Table,North Ofeliafurt,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Beverages,+62 592-340-9074,Resto,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp140,330,000",3,"High school students, College student","Rp262,120,000",4,-86%,"Rp20,000,000",6553,5.00%,"Rp100,000",8,,
607,Modern Cotton Car,Nedshire,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Retail,+62 644-523-3119,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp14,200,000",6,Fam,"Rp90,000,000",3,1661%,"Rp250,000,000",30000,3.00%,"Rp20,000",5,,
608,Ergonomic Fresh Chips,Bahringerside,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Education,+62 402-737-1658,Stand,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp100,000,000",4,Workers,"Rp31,306,800",3,-30%,"Rp70,000,000",3727,4.00%,"Rp30,000",7,,
